experiment_dna_short_read_id	read_length	target_insert_size	sequencing_platform	targeted_region_bed_file	targeted_regions_method	seq_library_prep_kit_method	date_data_generation	analyte_id	experiment_sample_id	sequencing_event_details	experiment_type
PMGRC-1051-1051-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315430EP	PMGRC-1051-1051-0	NA	genome
PMGRC-1003-1003-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315405EP	PMGRC-1003-1003-0	NA	genome
PMGRC-1004-1004-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315406EP	PMGRC-1004-1004-0	NA	genome
PMGRC-1006-1006-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315407EP	PMGRC-1006-1006-0	NA	genome
PMGRC-1035-1035-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315404EP	PMGRC-1035-1035-0	NA	genome
PMGRC-1036-1036-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315408EP	PMGRC-1036-1036-0	NA	genome
PMGRC-1037-1037-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315409EP	PMGRC-1037-1037-0	NA	genome
PMGRC-1038-1038-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315410EP	PMGRC-1038-1038-0	NA	genome
PMGRC-1039-1039-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315411EP	PMGRC-1039-1039-0	NA	genome
PMGRC-1040-1040-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315412EP	PMGRC-1040-1040-0	NA	genome
PMGRC-1041-1041-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315413EP	PMGRC-1041-1041-0	NA	genome
PMGRC-1042-1042-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315414EP	PMGRC-1042-1042-0	NA	genome
PMGRC-1043-1043-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315415EP	PMGRC-1043-1043-0	NA	genome
PMGRC-1044-1044-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315416EP	PMGRC-1044-1044-0	NA	genome
PMGRC-1045-1045-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315417EP	PMGRC-1045-1045-0	NA	genome
PMGRC-1046-1046-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315418EP	PMGRC-1046-1046-0	NA	genome
PMGRC-1047-1047-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315419EP	PMGRC-1047-1047-0	NA	genome
PMGRC-789-773-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317687EP	PMGRC-789-773-2	NA	genome
PMGRC-790-773-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317688EP	PMGRC-790-773-1	NA	genome
PMGRC-809-808-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317689EP	PMGRC-809-808-1	NA	genome
PMGRC-810-808-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317690EP	PMGRC-810-808-2	NA	genome
PMGRC-867-867-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317691EP	PMGRC-867-867-0	NA	genome
PMGRC-868-867-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317692EP	PMGRC-868-867-2	NA	genome
PMGRC-874-877-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317693EP	PMGRC-874-877-2	NA	genome
PMGRC-875-877-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317694EP	PMGRC-875-877-1	NA	genome
PMGRC-876-877-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317695EP	PMGRC-876-877-3	NA	genome
PMGRC-877-877-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317696EP	PMGRC-877-877-0	NA	genome
PMGRC-878-878-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317697EP	PMGRC-878-878-0	NA	genome
PMGRC-925-926-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317698EP	PMGRC-925-926-2	NA	genome
PMGRC-926-926-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317699EP	PMGRC-926-926-0	NA	genome
PMGRC-927-926-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317700EP	PMGRC-927-926-1	NA	genome
PMGRC-118-118-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317703EP	PMGRC-118-118-0	NA	genome
PMGRC-280-280-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317705EP	PMGRC-280-280-0	NA	genome
PMGRC-506-506-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317711EP	PMGRC-506-506-0	NA	genome
PMGRC-547-547-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317714EP	PMGRC-547-547-0	NA	genome
PMGRC-1057-940-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317745EP	PMGRC-1057-940-1	NA	genome
PMGRC-859-856-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317733EP	PMGRC-859-856-1	NA	genome
PMGRC-864-865-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317734EP	PMGRC-864-865-1	NA	genome
PMGRC-865-865-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317735EP	PMGRC-865-865-0	NA	genome
PMGRC-866-865-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317736EP	PMGRC-866-865-2	NA	genome
PMGRC-869-870-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317737EP	PMGRC-869-870-2	NA	genome
PMGRC-870-870-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317738EP	PMGRC-870-870-0	NA	genome
PMGRC-871-871-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317739EP	PMGRC-871-871-0	NA	genome
PMGRC-872-871-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317740EP	PMGRC-872-871-1	NA	genome
PMGRC-873-871-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317741EP	PMGRC-873-871-2	NA	genome
PMGRC-923-878-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317742EP	PMGRC-923-878-3	NA	genome
PMGRC-934-935-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317744EP	PMGRC-934-935-2	NA	genome
PMGRC-935-935-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317743EP	PMGRC-935-935-0	NA	genome
PMGRC-939-940-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317746EP	PMGRC-939-940-2	NA	genome
PMGRC-940-940-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317747EP	PMGRC-940-940-0	NA	genome
PMGRC-1059-801-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317719EP	PMGRC-1059-801-3	NA	genome
PMGRC-1060-801-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317720EP	PMGRC-1060-801-2	NA	genome
PMGRC-1061-801-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317721EP	PMGRC-1061-801-1	NA	genome
PMGRC-758-758-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317718EP	PMGRC-758-758-0	NA	genome
PMGRC-805-807-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317722EP	PMGRC-805-807-1	NA	genome
PMGRC-806-807-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317723EP	PMGRC-806-807-2	NA	genome
PMGRC-811-812-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317724EP	PMGRC-811-812-2	NA	genome
PMGRC-812-812-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317725EP	PMGRC-812-812-0	NA	genome
PMGRC-813-812-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317726EP	PMGRC-813-812-1	NA	genome
PMGRC-824-825-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317727EP	PMGRC-824-825-2	NA	genome
PMGRC-825-825-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317728EP	PMGRC-825-825-0	NA	genome
PMGRC-835-825-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317729EP	PMGRC-835-825-1	NA	genome
PMGRC-856-856-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317730EP	PMGRC-856-856-0	NA	genome
PMGRC-857-856-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317731EP	PMGRC-857-856-3	NA	genome
PMGRC-858-856-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-04	GER2317732EP	PMGRC-858-856-2	NA	genome
PMGRC-879-879-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-879-879-0	PMGRC-879-879-0	NA	genome
PMGRC-880-880-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-880-880-0	PMGRC-880-880-0	NA	genome
PMGRC-881-881-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-881-881-0	PMGRC-881-881-0	NA	genome
PMGRC-882-882-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-882-882-0	PMGRC-882-882-0	NA	genome
PMGRC-883-883-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-883-883-0	PMGRC-883-883-0	NA	genome
PMGRC-884-884-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-884-884-0	PMGRC-884-884-0	NA	genome
PMGRC-885-885-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-885-885-0	PMGRC-885-885-0	NA	genome
PMGRC-886-886-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-886-886-0	PMGRC-886-886-0	NA	genome
PMGRC-887-887-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-887-887-0	PMGRC-887-887-0	NA	genome
PMGRC-888-888-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-888-888-0	PMGRC-888-888-0	NA	genome
PMGRC-889-889-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-889-889-0	PMGRC-889-889-0	NA	genome
PMGRC-890-890-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-890-890-0	PMGRC-890-890-0	NA	genome
PMGRC-891-891-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-891-891-0	PMGRC-891-891-0	NA	genome
PMGRC-892-892-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-892-892-0	PMGRC-892-892-0	NA	genome
PMGRC-893-893-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-893-893-0	PMGRC-893-893-0	NA	genome
PMGRC-894-894-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-894-894-0	PMGRC-894-894-0	NA	genome
PMGRC-895-895-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-895-895-0	PMGRC-895-895-0	NA	genome
PMGRC-896-896-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-896-896-0	PMGRC-896-896-0	NA	genome
PMGRC-919-919-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-919-919-0	PMGRC-919-919-0	NA	genome
PMGRC-920-920-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-920-920-0	PMGRC-920-920-0	NA	genome
PMGRC-897-897-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-897-897-0	PMGRC-897-897-0	NA	genome
PMGRC-898-898-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-898-898-0	PMGRC-898-898-0	NA	genome
PMGRC-899-899-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-899-899-0	PMGRC-899-899-0	NA	genome
PMGRC-900-900-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-900-900-0	PMGRC-900-900-0	NA	genome
PMGRC-901-901-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-901-901-0	PMGRC-901-901-0	NA	genome
PMGRC-902-902-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-902-902-0	PMGRC-902-902-0	NA	genome
PMGRC-903-903-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-903-903-0	PMGRC-903-903-0	NA	genome
PMGRC-904-904-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-904-904-0	PMGRC-904-904-0	NA	genome
PMGRC-905-905-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-905-905-0	PMGRC-905-905-0	NA	genome
PMGRC-906-906-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-906-906-0	PMGRC-906-906-0	NA	genome
PMGRC-907-907-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-907-907-0	PMGRC-907-907-0	NA	genome
PMGRC-908-908-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-908-908-0	PMGRC-908-908-0	NA	genome
PMGRC-909-909-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-909-909-0	PMGRC-909-909-0	NA	genome
PMGRC-910-910-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-910-910-0	PMGRC-910-910-0	NA	genome
PMGRC-911-911-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-911-911-0	PMGRC-911-911-0	NA	genome
PMGRC-912-912-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-912-912-0	PMGRC-912-912-0	NA	genome
PMGRC-913-913-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-913-913-0	PMGRC-913-913-0	NA	genome
PMGRC-914-914-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-914-914-0	PMGRC-914-914-0	NA	genome
PMGRC-915-915-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-915-915-0	PMGRC-915-915-0	NA	genome
PMGRC-916-916-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-916-916-0	PMGRC-916-916-0	NA	genome
PMGRC-917-917-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-917-917-0	PMGRC-917-917-0	NA	genome
PMGRC-918-918-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-918-918-0	PMGRC-918-918-0	NA	genome
PMGRC-921-921-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-921-921-0	PMGRC-921-921-0	NA	genome
PMGRC-922-922-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-12-20	PMGRC-922-922-0	PMGRC-922-922-0	NA	genome
PMGRC-1067-1067-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-12	PMGRC-1067-1067-0	PMGRC-1067-1067-0	NA	genome
PMGRC-822-823-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-12	PMGRC-822-823-2	PMGRC-822-823-2	NA	genome
PMGRC-823-823-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-12	PMGRC-823-823-0	PMGRC-823-823-0	NA	genome
PMGRC-833-823-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-12	PMGRC-833-823-1	PMGRC-833-823-1	NA	genome
PMGRC-860-861-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-12	PMGRC-860-861-2	PMGRC-860-861-2	NA	genome
PMGRC-861-861-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-12	PMGRC-861-861-0	PMGRC-861-861-0	NA	genome
PMGRC-1065-1065-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1065-1065-0	PMGRC-1065-1065-0	NA	genome
PMGRC-1074-1074-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1074-1074-0	PMGRC-1074-1074-0	NA	genome
PMGRC-1075-1065-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1075-1065-2	PMGRC-1075-1065-2	NA	genome
PMGRC-1076-1065-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1076-1065-3	PMGRC-1076-1065-3	NA	genome
PMGRC-1077-1078-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1077-1078-2	PMGRC-1077-1078-2	NA	genome
PMGRC-1078-1078-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1078-1078-0	PMGRC-1078-1078-0	NA	genome
PMGRC-1079-1065-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1079-1065-3	PMGRC-1079-1065-3	NA	genome
PMGRC-1080-1065-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1080-1065-1	PMGRC-1080-1065-1	NA	genome
PMGRC-1081-1081-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1081-1081-0	PMGRC-1081-1081-0	NA	genome
PMGRC-1082-1081-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1082-1081-2	PMGRC-1082-1081-2	NA	genome
PMGRC-1083-1081-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1083-1081-1	PMGRC-1083-1081-1	NA	genome
PMGRC-1084-1085-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1084-1085-2	PMGRC-1084-1085-2	NA	genome
PMGRC-1085-1085-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1085-1085-0	PMGRC-1085-1085-0	NA	genome
PMGRC-1090-1091-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1090-1091-2	PMGRC-1090-1091-2	NA	genome
PMGRC-1091-1091-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1091-1091-0	PMGRC-1091-1091-0	NA	genome
PMGRC-1094-1094-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1094-1094-0	PMGRC-1094-1094-0	NA	genome
PMGRC-1056-1064-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1056-1064-1	PMGRC-1056-1064-1	NA	genome
PMGRC-1093-1094-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1093-1094-2	PMGRC-1093-1094-2	NA	genome
PMGRC-1097-1097-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1097-1097-0	PMGRC-1097-1097-0	NA	genome
PMGRC-1098-1097-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1098-1097-2	PMGRC-1098-1097-2	NA	genome
PMGRC-1099-1099-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1099-1099-0	PMGRC-1099-1099-0	NA	genome
PMGRC-1100-1094-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1100-1094-1	PMGRC-1100-1094-1	NA	genome
PMGRC-1103-1104-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1103-1104-2	PMGRC-1103-1104-2	NA	genome
PMGRC-1104-1104-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1104-1104-0	PMGRC-1104-1104-0	NA	genome
PMGRC-608-608-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-608-608-0	PMGRC-608-608-0	NA	genome
PMGRC-609-608-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-609-608-1	PMGRC-609-608-1	NA	genome
PMGRC-610-608-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-610-608-2	PMGRC-610-608-2	NA	genome
PMGRC-641-641-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-641-641-0	PMGRC-641-641-0	NA	genome
PMGRC-642-641-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-642-641-2	PMGRC-642-641-2	NA	genome
PMGRC-643-641-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-643-641-1	PMGRC-643-641-1	NA	genome
PMGRC-730-730-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-730-730-0	PMGRC-730-730-0	NA	genome
PMGRC-731-730-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-731-730-2	PMGRC-731-730-2	NA	genome
PMGRC-1066-1067-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1066-1067-2	PMGRC-1066-1067-2	NA	genome
PMGRC-1068-1067-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1068-1067-1	PMGRC-1068-1067-1	NA	genome
PMGRC-1089-1091-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1089-1091-1	PMGRC-1089-1091-1	NA	genome
PMGRC-1101-1101-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2024-02-13	PMGRC-1101-1101-0	PMGRC-1101-1101-0	NA	genome
