aligned_rna_short_read_id	aligned_rna_short_read_index_file	alignment_log_file	mean_coverage	reference_assembly	gene_annotation_details	reference_assembly_details	percent_multimapped	alignment_software	experiment_rna_short_read_id	gene_annotation	md5sum	percent_uniquely_aligned	quality_issues	reference_assembly_uri	aligned_rna_short_read_file	percent_unaligned	alignment_postprocessing
PMGRC-472-472-0_UCI001-050_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-472-472-0_UCI001-050_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-050_RNA	GENCODEv41	dc8ce73da67f36cea910d6bcf7546ba1	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-472-472-0_UCI001-050_RNA.cram	NA	NA
PMGRC-473-472-2_UCI001-051_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-473-472-2_UCI001-051_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-051_RNA	GENCODEv41	d5d87cc49bdb3dc07fa868e79e1b5124	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-473-472-2_UCI001-051_RNA.cram	NA	NA
PMGRC-478-478-0_UCI001-052_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-478-478-0_UCI001-052_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-052_RNA	GENCODEv41	66adc8d8e998d06ee775602b44b05740	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-478-478-0_UCI001-052_RNA.cram	NA	NA
PMGRC-479-478-2_UCI001-053_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-479-478-2_UCI001-053_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-053_RNA	GENCODEv41	b4d92805ad8f855b8a488956f7df7c49	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-479-478-2_UCI001-053_RNA.cram	NA	NA
PMGRC-482-482-0_UCI001-054_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-482-482-0_UCI001-054_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-054_RNA	GENCODEv41	827db57f30a62e998a8906da989393c8	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-482-482-0_UCI001-054_RNA.cram	NA	NA
PMGRC-484-482-1_UCI001-055_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-484-482-1_UCI001-055_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-055_RNA	GENCODEv41	0e126a023f43d8c8349986a3624f7b4b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-484-482-1_UCI001-055_RNA.cram	NA	NA
PMGRC-483-482-2_UCI001-056_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-483-482-2_UCI001-056_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-056_RNA	GENCODEv41	a15b819d0526c76e008e5082ee758e7a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-483-482-2_UCI001-056_RNA.cram	NA	NA
PMGRC-488-488-0_UCI001-057_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-488-488-0_UCI001-057_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-057_RNA	GENCODEv41	f15571461362d1c381cc7cdbf14d885d	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-488-488-0_UCI001-057_RNA.cram	NA	NA
PMGRC-490-488-1_UCI001-058_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-490-488-1_UCI001-058_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-058_RNA	GENCODEv41	1799e92482b990089da2545afbcb9548	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-490-488-1_UCI001-058_RNA.cram	NA	NA
PMGRC-489-488-2_UCI001-059_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-489-488-2_UCI001-059_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-059_RNA	GENCODEv41	f99531452ece7ba9344dacf0f96a907e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-489-488-2_UCI001-059_RNA.cram	NA	NA
PMGRC-494-494-0_UCI001-060_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-494-494-0_UCI001-060_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-060_RNA	GENCODEv41	8734cdcda4327c1153b748aa85c39541	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-494-494-0_UCI001-060_RNA.cram	NA	NA
PMGRC-496-494-2_UCI001-061_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-496-494-2_UCI001-061_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-061_RNA	GENCODEv41	157619b1528ef0986cd098fa38a34892	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-496-494-2_UCI001-061_RNA.cram	NA	NA
PMGRC-495-494-3_UCI001-062_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-495-494-3_UCI001-062_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-062_RNA	GENCODEv41	3266ffed0536f211ca12071fffe1c78f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-495-494-3_UCI001-062_RNA.cram	NA	NA
PMGRC-512-512-0_UCI001-063_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-512-512-0_UCI001-063_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-063_RNA	GENCODEv41	36ec4da9bdfbf0df87eb951d982444eb	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-512-512-0_UCI001-063_RNA.cram	NA	NA
PMGRC-513-512-2_UCI001-064_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-513-512-2_UCI001-064_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-064_RNA	GENCODEv41	e6e2534d417179fa76a1f0eb199b7599	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-513-512-2_UCI001-064_RNA.cram	NA	NA
PMGRC-522-522-0_UCI001-065_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-522-522-0_UCI001-065_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-065_RNA	GENCODEv41	827ba682b97e89d77029ce91f0307865	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-522-522-0_UCI001-065_RNA.cram	NA	NA
PMGRC-527-522-1_UCI001-066_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-527-522-1_UCI001-066_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-066_RNA	GENCODEv41	417a3d7c46134d9326b9fcc777052397	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-527-522-1_UCI001-066_RNA.cram	NA	NA
PMGRC-525-525-0_UCI001-067_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-525-525-0_UCI001-067_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-067_RNA	GENCODEv41	f810d0891e604373bb318c3bd7e02c18	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-525-525-0_UCI001-067_RNA.cram	NA	NA
PMGRC-528-525-1_UCI001-068_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-528-525-1_UCI001-068_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-068_RNA	GENCODEv41	bb573cf58984aa608b4e2fd3b9145b15	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-528-525-1_UCI001-068_RNA.cram	NA	NA
PMGRC-524-525-2_UCI001-069_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-524-525-2_UCI001-069_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-069_RNA	GENCODEv41	ea12004f99dec04863761ee6ae26ed31	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-524-525-2_UCI001-069_RNA.cram	NA	NA
PMGRC-526-525-3_UCI001-070_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-526-525-3_UCI001-070_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-070_RNA	GENCODEv41	cd6cc17ecd97eea846951e7d1e9eebe5	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-526-525-3_UCI001-070_RNA.cram	NA	NA
PMGRC-529-529-0_UCI001-071_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-529-529-0_UCI001-071_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-071_RNA	GENCODEv41	5f1656e735cf1a4abb2992f99e238fcb	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-529-529-0_UCI001-071_RNA.cram	NA	NA
PMGRC-711-529-3_UCI001-072_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-711-529-3_UCI001-072_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-072_RNA	GENCODEv41	c7cedd86ec6e4fa7f059ea1635817c72	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-711-529-3_UCI001-072_RNA.cram	NA	NA
PMGRC-531-530-2_UCI001-073_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-531-530-2_UCI001-073_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-073_RNA	GENCODEv41	9833af35cbb080fa2ae503b3a0a93ad6	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-531-530-2_UCI001-073_RNA.cram	NA	NA
PMGRC-534-534-0_UCI001-074_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-534-534-0_UCI001-074_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-074_RNA	GENCODEv41	986a1ef8416f69fae6435c309914fbfd	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-534-534-0_UCI001-074_RNA.cram	NA	NA
PMGRC-537-534-1_UCI001-075_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-537-534-1_UCI001-075_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-075_RNA	GENCODEv41	b081b595d23989864b3497419606cd80	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-537-534-1_UCI001-075_RNA.cram	NA	NA
PMGRC-533-534-2_UCI001-076_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-533-534-2_UCI001-076_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-076_RNA	GENCODEv41	f0cde6360fd9807a3d3607eeb1d65e88	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-533-534-2_UCI001-076_RNA.cram	NA	NA
PMGRC-536-534-3_UCI001-077_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-536-534-3_UCI001-077_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-077_RNA	GENCODEv41	84c7ddd1a96dd1aaa9a03231fc7b441e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-536-534-3_UCI001-077_RNA.cram	NA	NA
PMGRC-535-534-3_UCI001-078_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-535-534-3_UCI001-078_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-078_RNA	GENCODEv41	fb8850ab6ef1c6580a84cf177dae9324	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-535-534-3_UCI001-078_RNA.cram	NA	NA
PMGRC-543-543-0_UCI001-079_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-543-543-0_UCI001-079_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-079_RNA	GENCODEv41	df8bef3a4c97a59fb8fa32bfef0117c8	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-543-543-0_UCI001-079_RNA.cram	NA	NA
PMGRC-544-543-2_UCI001-080_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-544-543-2_UCI001-080_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-080_RNA	GENCODEv41	8562e7b06961710eede1005b9898c592	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-544-543-2_UCI001-080_RNA.cram	NA	NA
PMGRC-559-559-0_UCI001-081_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-559-559-0_UCI001-081_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-081_RNA	GENCODEv41	0246b94fa6f0b2f5b41ab16e0b0eff39	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-559-559-0_UCI001-081_RNA.cram	NA	NA
PMGRC-561-559-1_UCI001-082_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-561-559-1_UCI001-082_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-082_RNA	GENCODEv41	adb52f74ca7eb084dcddd3fca89c4f44	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-561-559-1_UCI001-082_RNA.cram	NA	NA
PMGRC-560-559-2_UCI001-083_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-560-559-2_UCI001-083_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-083_RNA	GENCODEv41	de9457ef91e1fe36dd7d18f8307beed2	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-560-559-2_UCI001-083_RNA.cram	NA	NA
PMGRC-562-562-0_UCI001-084_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-562-562-0_UCI001-084_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-084_RNA	GENCODEv41	1e55ecfcb79bbfd758a7378cc9e7cb7a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-562-562-0_UCI001-084_RNA.cram	NA	NA
PMGRC-572-572-0_UCI001-085_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-572-572-0_UCI001-085_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-085_RNA	GENCODEv41	f275e7346de36e8b2c56c97e9752dc9b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-572-572-0_UCI001-085_RNA.cram	NA	NA
PMGRC-575-575-0_UCI001-086_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-575-575-0_UCI001-086_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-086_RNA	GENCODEv41	233112ecf37b290cda698616cee664d2	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-575-575-0_UCI001-086_RNA.cram	NA	NA
PMGRC-573-575-2_UCI001-087_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-573-575-2_UCI001-087_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-087_RNA	GENCODEv41	74d68ce540633ae30177f9ccae931fac	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-573-575-2_UCI001-087_RNA.cram	NA	NA
PMGRC-574-575-3_UCI001-088_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-574-575-3_UCI001-088_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-088_RNA	GENCODEv41	9177c75b3a8c7d8ee1ec358d4d07684e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-574-575-3_UCI001-088_RNA.cram	NA	NA
PMGRC-576-576-0_UCI001-089_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-576-576-0_UCI001-089_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-089_RNA	GENCODEv41	6ec17c72e3dae14ccd6b5fbe80d4fd0f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-576-576-0_UCI001-089_RNA.cram	NA	NA
PMGRC-578-578-0_UCI001-090_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-578-578-0_UCI001-090_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-090_RNA	GENCODEv41	5c0c35837a7c11dac8a6fe3a2215b131	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-578-578-0_UCI001-090_RNA.cram	NA	NA
