aligned_dna_short_read_id	aligned_dna_short_read_file	md5sum	quality_issues	experiment_dna_short_read_id	reference_assembly	analysis_details	reference_assembly_details	alignment_software	reference_assembly_uri	mean_coverage	aligned_dna_short_read_index_file
PMGRC-173-175-1_LS3762966_SQ6086_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-173-175-1_LS3762966_SQ6086.cram	65f3584e1fe945c4a0d4d94700b2e2e6	NA	PMGRC-173-175-1_LS3762966_SQ6086	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.7	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-173-175-1_LS3762966_SQ6086.crai
PMGRC-174-175-2_LS3762965_SQ6085_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-174-175-2_LS3762965_SQ6085.cram	f86aa7255c7bf4cefa08c63e3593ab3b	NA	PMGRC-174-175-2_LS3762965_SQ6085	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.3	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-174-175-2_LS3762965_SQ6085.crai
PMGRC-175-175-0_LS3762964_SQ6078_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-175-175-0_LS3762964_SQ6078.cram	50ac923ab33f77eef368934c789b500d	NA	PMGRC-175-175-0_LS3762964_SQ6078	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	31.5	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-175-175-0_LS3762964_SQ6078.crai
PMGRC-176-176-0_LS4073416_SQ6070_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-176-176-0_LS4073416_SQ6070.cram	feb20af91e627939b324f9a4e9975236	NA	PMGRC-176-176-0_LS4073416_SQ6070	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	64.8	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-176-176-0_LS4073416_SQ6070.crai
PMGRC-177-176-2_LS4073417_SQ6071_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-177-176-2_LS4073417_SQ6071.cram	adbbde48a723997e7aca7bf3caf74179	NA	PMGRC-177-176-2_LS4073417_SQ6071	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	23.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-177-176-2_LS4073417_SQ6071.crai
PMGRC-186-186-0_LS3516239_SQ6076_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-186-186-0_LS3516239_SQ6076.cram	bcf91f40d3e2564da552ae27a4cbf638	NA	PMGRC-186-186-0_LS3516239_SQ6076	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-186-186-0_LS3516239_SQ6076.crai
PMGRC-191-191-0_LS3762960_SQ6104_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-191-191-0_LS3762960_SQ6104.cram	db2b05c08732d8fac11f1089a88374cb	NA	PMGRC-191-191-0_LS3762960_SQ6104	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-191-191-0_LS3762960_SQ6104.crai
PMGRC-192-191-2_LS3762963_SQ6077_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-192-191-2_LS3762963_SQ6077.cram	9dc8fda6c177a94aa5ae4d2c19721c3d	NA	PMGRC-192-191-2_LS3762963_SQ6077	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42.8	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-192-191-2_LS3762963_SQ6077.crai
PMGRC-193-191-1_LS3762959_SQ6103_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-193-191-1_LS3762959_SQ6103.cram	d40d08e98a441d285bc63cbf4797dbde	NA	PMGRC-193-191-1_LS3762959_SQ6103	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	39.7	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-193-191-1_LS3762959_SQ6103.crai
PMGRC-194-194-0_LS3516205_SQ6043_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-194-194-0_LS3516205_SQ6043.cram	691cb71bee42f3519c8e191814167983	NA	PMGRC-194-194-0_LS3516205_SQ6043	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	31.7	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-194-194-0_LS3516205_SQ6043.crai
PMGRC-195-195-0_LS3762971_SQ6091_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-195-195-0_LS3762971_SQ6091.cram	22d067e99a08892bae6a47652437d705	NA	PMGRC-195-195-0_LS3762971_SQ6091	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	32.9	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-195-195-0_LS3762971_SQ6091.crai
PMGRC-196-195-3_LS3762968_SQ6088_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-196-195-3_LS3762968_SQ6088.cram	d0560fc61d630c856f81cfd97c2bfc26	NA	PMGRC-196-195-3_LS3762968_SQ6088	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	35.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-196-195-3_LS3762968_SQ6088.crai
PMGRC-197-195-2_LS3762970_SQ6090_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-197-195-2_LS3762970_SQ6090.cram	a1b36d1de1aa1bb2477594988b6ea229	NA	PMGRC-197-195-2_LS3762970_SQ6090	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	33.5	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-197-195-2_LS3762970_SQ6090.crai
PMGRC-198-195-1_LS3762969_SQ6089_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-198-195-1_LS3762969_SQ6089.cram	ae5e9d41669f56e5e4be1c538ab422e1	NA	PMGRC-198-195-1_LS3762969_SQ6089	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	29.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-198-195-1_LS3762969_SQ6089.crai
PMGRC-206-206-0_LS3516197_SQ6127_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-206-206-0_LS3516197_SQ6127.cram	f1b4091467307db17327ecef9f54c4a7	NA	PMGRC-206-206-0_LS3516197_SQ6127	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-206-206-0_LS3516197_SQ6127.crai
PMGRC-207-206-2_LS3516198_SQ6128_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-207-206-2_LS3516198_SQ6128.cram	68c4f102abb67087866acb05bebb3ec1	NA	PMGRC-207-206-2_LS3516198_SQ6128	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	48.2	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-207-206-2_LS3516198_SQ6128.crai
PMGRC-208-209-1_LS3516214_SQ6052_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-208-209-1_LS3516214_SQ6052.cram	d2477980ffc8b911e1ba5c856e54c01a	NA	PMGRC-208-209-1_LS3516214_SQ6052	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.7	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-208-209-1_LS3516214_SQ6052.crai
PMGRC-209-209-0_LS3516213_SQ6051_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-209-209-0_LS3516213_SQ6051.cram	2cc3723ed1fa7ee8340deeabe9689a77	NA	PMGRC-209-209-0_LS3516213_SQ6051	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	28.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-209-209-0_LS3516213_SQ6051.crai
PMGRC-217-217-0_LS4073336_SQ6110_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-217-217-0_LS4073336_SQ6110.cram	db312cee83029dfe3a255a442519f8fa	NA	PMGRC-217-217-0_LS4073336_SQ6110	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.9	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-217-217-0_LS4073336_SQ6110.crai
PMGRC-218-81-2_LS3516202_SQ6040_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-218-81-2_LS3516202_SQ6040.cram	c913a337dbdaa0d43c7edc394f934207	NA	PMGRC-218-81-2_LS3516202_SQ6040	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	35.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-218-81-2_LS3516202_SQ6040.crai
PMGRC-221-220-2_LS3762967_SQ6087_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-221-220-2_LS3762967_SQ6087.cram	b8176595a70c6a758e1412c4cdc7350f	NA	PMGRC-221-220-2_LS3762967_SQ6087	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	39.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-221-220-2_LS3762967_SQ6087.crai
PMGRC-226-226-0_LS3516236_SQ6122_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-226-226-0_LS3516236_SQ6122.cram	a46c5f6da966587a36f954980c152df9	NA	PMGRC-226-226-0_LS3516236_SQ6122	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-226-226-0_LS3516236_SQ6122.crai
PMGRC-227-226-2_LS3516237_SQ6123_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-227-226-2_LS3516237_SQ6123.cram	af6c054d201e2bdc69b9337db0ebdcc3	NA	PMGRC-227-226-2_LS3516237_SQ6123	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-227-226-2_LS3516237_SQ6123.crai
PMGRC-229-194-1_LS3516201_SQ6039_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-229-194-1_LS3516201_SQ6039.cram	102bf4207cadaf1b4c5e4e340197008a	NA	PMGRC-229-194-1_LS3516201_SQ6039	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.9	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-229-194-1_LS3516201_SQ6039.crai
PMGRC-230-79-1_LS3516210_SQ6048_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-230-79-1_LS3516210_SQ6048.cram	3e1c42c3f42ef6ec53e533ff7efc7619	NA	PMGRC-230-79-1_LS3516210_SQ6048	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	40.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-230-79-1_LS3516210_SQ6048.crai
PMGRC-233-233-0_LS4073421_SQ6075_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-233-233-0_LS4073421_SQ6075.cram	01816629b20e002a60c9862b53c3ee40	NA	PMGRC-233-233-0_LS4073421_SQ6075	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	67.9	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-233-233-0_LS4073421_SQ6075.crai
PMGRC-234-234-0_LS3516212_SQ6050_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-234-234-0_LS3516212_SQ6050.cram	888b6c0225bcb220356f6fbaa2371adf	NA	PMGRC-234-234-0_LS3516212_SQ6050	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	25	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-234-234-0_LS3516212_SQ6050.crai
PMGRC-237-217-1_LS4073337_SQ6111_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-237-217-1_LS4073337_SQ6111.cram	77909fc075a29a96aa0c136f667733af	NA	PMGRC-237-217-1_LS4073337_SQ6111	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.7	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-237-217-1_LS4073337_SQ6111.crai
PMGRC-238-217-2_LS4073335_SQ6109_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-238-217-2_LS4073335_SQ6109.cram	9cb5272af3e53a1fc9d0a10971e38210	NA	PMGRC-238-217-2_LS4073335_SQ6109	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	60	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-238-217-2_LS4073335_SQ6109.crai
PMGRC-239-239-0_LS3762945_SQ6089_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-239-239-0_LS3762945_SQ6089.cram	537caaae6d61cd1611292d56e27891c4	NA	PMGRC-239-239-0_LS3762945_SQ6089	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	28.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-239-239-0_LS3762945_SQ6089.crai
